day,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,play
D3883,1,1,1,1,1,1,1,1,0,1,1
D3884,0,1,1,1,0,1,1,1,0,0,1
D3885,0,1,1,1,0,1,1,1,0,0,1
D3886,1,1,0,1,1,1,1,1,0,0,1
D3887,1,1,1,1,1,1,1,1,0,0,1
D3888,0,1,1,1,0,1,1,1,0,0,1
D3889,1,1,1,1,0,1,1,1,0,0,1
D3890,1,1,1,1,1,1,1,1,0,1,1
D3891,1,1,1,1,1,1,1,1,0,0,1
D3892,0,1,1,1,0,1,1,1,0,0,1
D3893,1,1,1,1,1,1,0,0,0,0,1
D3894,0,1,1,1,1,1,1,1,0,1,1
D3895,0,1,0,1,1,1,1,1,0,0,1
D3896,0,1,0,1,1,1,1,1,1,0,1
D3897,0,1,1,1,0,1,0,1,0,0,1
D3898,1,1,1,1,1,1,1,1,0,1,1
D3899,0,1,0,1,1,1,1,1,1,0,1
D3900,1,1,1,1,1,1,1,1,1,1,1
D3901,0,1,0,1,0,1,1,1,0,0,1
D3902,1,1,0,1,1,1,1,0,1,0,1
D3903,1,1,1,1,1,1,0,1,0,0,1
D3904,0,1,1,1,1,0,1,1,0,0,1
D3905,0,1,0,1,1,1,0,1,0,1,1
D3906,0,1,1,1,0,1,1,1,0,0,1
D3907,1,1,1,1,1,1,1,1,0,0,1
D3908,0,1,1,1,1,0,1,1,0,0,1
D3909,0,1,0,1,1,1,1,1,1,0,1
D3910,1,1,1,1,1,1,1,1,0,0,1
D3911,0,1,1,1,1,1,1,0,0,0,1
D3912,1,1,1,1,1,1,1,1,0,0,1
D3913,0,1,1,1,1,1,1,1,0,0,1
D3914,0,1,1,1,0,1,0,1,0,1,1
D3915,0,1,1,1,1,1,0,1,1,0,1
D3916,0,1,0,1,0,1,1,0,1,0,1
D3917,1,1,1,1,0,1,1,0,1,0,1
D3918,0,1,1,1,0,1,0,1,0,0,1
D3919,0,1,1,1,1,1,1,1,0,0,1
D3920,1,1,1,1,0,1,1,1,0,0,1
D3921,0,1,1,1,1,1,0,1,0,0,1
D3922,0,1,1,1,1,1,1,1,0,0,1
D3923,0,1,1,1,1,1,1,1,0,0,1
D3924,1,1,0,1,0,1,0,1,1,0,1
D3925,0,1,1,1,1,1,1,1,0,0,1
D3926,1,1,1,1,0,1,0,0,0,1,1
D3927,1,1,1,1,1,1,1,1,0,0,1
D3928,0,1,0,1,0,1,1,1,0,1,1
D3929,0,1,1,1,1,1,1,1,0,0,1
D3930,0,1,0,1,1,0,1,1,1,0,1
D3931,0,1,1,1,1,1,0,1,0,0,1
D3932,1,1,1,1,1,1,0,1,0,0,1
D3933,1,1,1,1,1,1,1,1,0,0,1
D3934,0,1,0,1,1,1,1,0,1,0,1
D3935,1,1,1,1,1,1,1,0,1,0,1
D3936,1,1,1,1,1,1,0,1,0,1,1
D3937,1,1,1,1,1,1,1,1,0,0,1
D3938,0,1,0,1,1,1,1,1,1,1,1
D3939,1,1,1,1,0,1,1,1,0,0,1
D3940,1,1,0,1,0,1,1,1,0,0,1
D3941,0,1,0,1,1,1,1,1,1,0,1
D3942,1,1,1,1,0,1,1,1,0,0,1
D3943,0,1,1,1,0,1,1,1,0,0,1
D3944,1,1,0,1,0,1,1,1,1,0,1
D3945,1,1,1,1,1,1,1,1,0,1,1
D3946,0,1,1,1,0,1,1,1,0,0,1
D3947,1,1,1,0,1,1,1,1,0,0,1
D3948,1,1,0,1,1,1,0,1,1,0,1
D3949,1,1,1,1,0,1,1,1,0,0,1
D3950,0,1,1,1,0,1,0,1,0,1,1
D3951,1,1,1,1,1,1,0,1,0,0,1
D3952,1,1,1,1,0,1,1,1,0,0,1
D3953,1,1,1,1,1,1,1,1,0,0,1
D3954,0,1,0,1,0,1,1,1,0,1,1
D3955,0,1,1,1,1,1,1,1,0,0,1
D3956,0,1,1,1,1,1,1,1,1,0,1
D3957,1,1,0,1,1,1,0,1,0,0,1
D3958,0,1,1,1,1,1,1,1,0,0,1
D3959,0,0,1,1,0,0,0,1,0,0,1
D3960,1,1,1,1,1,1,1,1,1,0,1
D3961,0,1,1,1,1,1,1,1,0,0,1
D3962,1,1,1,1,1,1,1,1,0,0,1
D3963,0,1,0,1,0,1,1,1,0,1,1
D3964,0,1,1,1,0,1,1,1,0,0,1
D3965,0,1,0,1,0,1,0,1,1,0,1
D3966,1,1,1,1,1,1,1,1,0,1,1
D3967,1,1,1,1,1,1,1,1,0,0,1
D3968,1,1,1,1,1,1,0,1,0,1,1
D3969,1,1,1,1,1,1,1,1,0,0,1
D3970,0,1,1,1,1,1,1,1,0,0,1
D3971,1,1,0,1,1,1,1,1,0,0,1
D3972,0,1,0,1,1,1,1,1,1,0,1
D3973,1,1,1,1,1,1,1,1,0,0,1
D3974,1,1,1,1,1,1,1,1,0,1,1
D3975,0,1,1,1,0,1,1,1,0,1,1
D3976,1,1,1,1,0,1,1,1,0,1,1
D3977,0,1,1,1,1,1,1,1,0,0,1
D3978,0,1,1,1,1,1,1,1,0,0,1
D3979,1,1,1,1,1,1,1,1,0,1,1
D3980,0,1,0,1,1,0,1,0,1,0,1
D3981,0,1,1,1,0,1,0,1,0,0,1
D3982,1,1,1,1,0,1,1,1,0,0,1
D3983,1,1,1,1,1,0,1,1,0,1,1
D3984,0,1,1,1,0,1,1,1,0,0,1
D3985,1,1,1,1,1,1,0,1,0,0,1
D3986,0,1,1,1,1,1,1,1,0,0,1
D3987,0,1,1,1,1,1,1,1,0,0,1
D3988,0,1,0,1,1,1,1,1,1,1,1
D3989,0,1,0,1,1,1,1,1,1,0,1
D3990,1,1,1,1,0,1,0,1,0,0,1
D3991,0,0,1,0,0,1,1,1,0,0,1
D3992,1,1,1,1,0,1,1,1,0,0,1
D3993,0,1,0,1,0,1,1,0,1,0,1
D3994,0,1,0,1,1,1,1,1,1,0,1
D3995,1,1,1,1,0,1,0,1,0,0,1
D3996,0,1,1,1,0,1,0,1,0,1,1
D3997,0,0,0,0,1,1,1,0,0,0,1
D3998,1,1,1,1,1,1,1,1,0,0,1
D3999,0,1,1,1,1,1,0,1,0,0,1
D4000,0,1,1,1,0,1,1,1,0,1,1
D4001,1,0,1,1,0,0,0,1,1,0,2
D4002,0,0,1,0,0,1,1,1,1,1,2
D4003,1,0,0,0,0,1,0,0,1,1,2
D4004,1,0,0,0,0,0,0,1,1,1,2
D4005,0,1,0,0,0,1,0,0,0,1,2
D4006,0,1,0,0,1,1,1,1,1,1,2
D4007,0,1,0,0,0,1,0,1,1,0,2
D4008,1,1,1,1,0,0,1,1,1,1,2
D4009,0,1,0,0,0,1,0,1,1,1,2
D4010,1,1,0,0,0,1,1,1,1,1,2
D4011,0,0,0,0,1,1,0,1,1,0,2
D4012,0,1,0,0,1,1,1,1,1,0,2
D4013,1,0,1,1,0,1,0,0,0,1,2
D4014,1,0,1,0,0,0,1,1,0,0,2
D4015,1,1,1,0,0,0,1,0,0,1,2
D4016,1,1,0,1,1,1,1,1,1,1,2
D4017,1,1,1,1,0,1,1,0,0,1,2
D4018,0,0,1,0,0,1,1,0,0,1,2
D4019,1,1,0,1,1,0,0,1,1,0,2
D4020,1,1,1,0,1,1,1,1,1,1,2
D4021,0,1,0,0,0,1,1,1,1,1,2
D4022,1,1,0,0,1,1,1,1,1,0,2
D4023,0,0,0,0,0,1,1,0,1,0,2
D4024,0,0,1,1,0,1,0,0,0,1,2
D4025,1,0,0,0,0,0,1,0,1,1,2
D4026,0,1,0,0,1,1,1,1,1,1,2
D4027,1,0,1,1,1,0,1,1,1,1,2
D4028,1,1,0,0,0,1,1,1,1,0,2
D4029,1,1,1,1,0,1,0,0,0,1,2
D4030,1,0,1,0,0,1,1,1,1,1,2
D4031,1,1,1,0,1,1,0,0,0,0,2
D4032,1,1,0,1,1,0,1,1,1,0,2
D4033,1,1,0,0,0,1,1,1,1,1,2
D4034,1,1,0,0,1,1,0,1,1,0,2
D4035,1,0,1,0,0,1,1,0,0,1,2
D4036,1,1,0,0,1,0,1,1,1,1,2
D4037,1,1,0,0,0,1,1,1,1,0,2
D4038,1,0,1,1,0,0,1,0,0,0,2
D4039,1,1,0,0,1,0,0,1,1,1,2
D4040,1,0,0,0,0,1,1,0,1,1,2
D4041,1,1,1,0,0,1,0,0,0,1,2
D4042,0,0,0,0,1,1,0,1,1,0,2
D4043,0,1,0,0,0,1,1,1,1,1,2
D4044,1,1,1,0,0,1,1,0,0,1,2
D4045,1,1,1,1,0,0,0,0,0,0,2
D4046,0,1,0,0,0,1,1,0,1,1,2
D4047,0,1,0,0,1,1,1,1,1,1,2
D4048,1,0,0,1,0,0,1,1,1,1,2
D4049,0,0,0,0,0,1,1,0,1,1,2
D4050,0,1,0,0,1,1,1,1,1,1,2
D4051,1,1,0,0,0,0,1,1,1,0,2
D4052,1,1,1,0,0,1,1,0,0,0,2
D4053,1,0,1,0,1,1,0,0,0,1,2
D4054,1,1,1,1,0,1,0,0,0,1,2
D4055,1,1,1,0,0,1,0,1,1,1,2
D4056,0,0,0,0,0,1,1,1,1,1,2
D4057,0,1,0,0,1,1,0,1,1,1,2
D4058,0,0,0,0,0,1,0,0,1,0,2
D4059,1,0,1,0,0,0,1,0,0,1,2
D4060,0,0,0,0,1,1,1,1,1,1,2
D4061,0,1,0,0,1,1,0,1,1,1,2
D4062,0,0,0,0,0,1,1,1,1,1,2
D4063,0,1,1,0,0,1,0,0,1,1,2
D4064,0,1,1,1,0,1,1,0,0,1,2
D4065,1,1,1,0,1,0,1,1,1,1,2
D4066,1,1,1,0,0,0,1,1,0,1,2
D4067,1,1,0,0,1,1,1,1,1,1,2
D4068,0,0,1,0,0,1,0,0,0,1,2
D4069,0,1,0,1,0,1,0,0,1,1,2
D4070,0,1,0,0,0,1,0,1,1,1,2
D4071,1,1,0,0,0,1,1,1,1,1,2
D4072,1,0,0,1,0,0,1,1,1,1,2
D4073,0,1,1,0,1,1,1,1,1,1,2
D4074,0,0,0,0,0,1,0,1,1,0,2
D4075,1,1,0,0,0,1,1,0,1,1,2
D4076,1,0,0,1,1,0,1,1,1,0,2
D4077,1,0,1,1,0,0,1,0,0,1,2
D4078,0,0,1,0,0,1,1,0,0,1,2
D4079,1,0,0,1,0,1,1,1,1,1,2
D4080,1,1,0,1,1,0,0,1,1,1,2
D4081,1,1,1,0,0,1,0,0,0,1,2
D4082,1,1,0,0,0,1,0,1,1,1,2
D4083,0,1,1,0,1,1,0,1,0,1,2
D4084,1,1,0,0,0,0,0,0,0,0,2
D4085,0,1,0,1,0,1,1,0,1,0,2
D4086,1,1,0,0,0,0,1,0,1,1,2
D4087,0,0,0,0,1,1,0,1,1,1,2
D4088,1,0,0,0,0,0,0,1,1,0,2
D4089,1,1,1,0,0,0,1,1,1,0,2
D4090,1,1,0,0,0,0,1,0,1,1,2
D4091,1,1,0,0,1,0,0,1,1,0,2
D4092,1,1,1,0,0,0,0,0,0,1,2
D4093,1,0,0,1,1,0,1,1,1,1,2
D4094,0,1,0,0,1,1,1,1,1,1,2
D4095,1,1,0,0,1,0,1,1,1,1,2
D4096,0,1,1,0,1,1,1,1,1,0,2
D4097,0,0,0,0,0,1,1,1,1,1,2
D4098,1,0,0,0,1,1,1,1,1,1,2
D4099,1,0,1,0,0,1,0,0,0,1,2
D4100,1,1,0,1,0,0,0,1,1,1,2
D4101,0,1,0,0,0,1,1,1,1,1,2
D4102,0,0,0,0,0,1,1,1,1,1,2
D4103,0,0,0,0,0,1,1,0,1,1,2
D4104,0,0,0,0,0,1,1,0,1,1,2
D4105,1,1,0,0,0,1,0,1,1,0,2
D4106,1,0,0,0,0,0,1,1,1,0,2
D4107,1,0,1,0,0,0,0,0,1,1,2
D4108,1,1,0,0,0,0,1,0,1,0,2
D4109,0,1,0,0,0,1,0,1,1,0,2
D4110,0,0,0,0,1,1,0,1,1,1,2
D4111,1,1,0,0,1,0,0,1,1,0,2
D4112,0,1,1,0,0,1,1,1,1,1,2
D4113,1,1,0,0,0,0,1,0,1,0,2
D4114,1,0,0,0,1,0,1,1,1,1,2
D4115,1,0,0,0,1,0,0,1,1,1,2
D4116,0,1,0,0,1,1,1,1,1,1,2
D4117,1,0,0,1,0,0,1,1,1,1,2
D4118,0,1,0,0,1,1,0,1,1,0,2
D4119,1,1,0,0,0,0,1,0,1,1,2
D4120,0,0,1,0,0,1,1,0,0,1,2
D4121,0,1,0,0,0,1,0,1,1,0,2
D4122,1,0,0,0,0,0,1,0,1,1,2
D4123,1,0,0,0,1,0,1,1,1,1,2
D4124,0,1,1,0,0,1,1,1,0,1,2
D4125,1,0,1,0,1,1,1,1,1,1,2
D4126,1,0,1,1,0,0,1,0,0,1,2
D4127,1,1,0,0,0,0,1,1,1,0,2
D4128,1,1,0,0,0,1,1,1,1,1,2
D4129,1,1,1,0,0,0,1,0,0,0,2
D4130,1,1,0,0,1,0,0,1,1,1,2
D4131,1,0,0,0,1,1,0,1,1,1,2
D4132,1,1,0,0,0,0,1,1,1,0,2
D4133,0,0,0,0,1,1,0,1,1,0,2
D4134,0,1,0,0,0,1,0,0,1,1,2
D4135,1,0,1,0,0,0,1,0,1,1,2
D4136,0,0,1,0,0,1,1,0,0,1,2
D4137,1,0,0,1,0,0,1,0,0,0,2
D4138,0,1,0,0,0,1,1,0,0,1,2
D4139,0,1,1,0,1,1,0,1,0,0,2
D4140,1,1,0,0,0,0,0,0,0,0,2
D4141,1,1,1,0,0,0,1,0,0,0,2
D4142,0,0,1,1,0,1,1,1,0,1,2
D4143,0,1,1,0,1,1,1,1,1,0,2
D4144,1,0,0,1,1,1,0,1,1,1,2
D4145,0,0,0,0,0,1,1,1,1,1,2
D4146,1,1,0,0,0,0,0,1,1,1,2
D4147,0,1,0,0,1,1,1,1,1,1,2
D4148,0,1,0,0,1,1,1,1,1,1,2
D4149,0,0,0,1,1,1,1,1,1,0,2
D4150,0,0,0,0,0,1,0,1,1,1,2
D4151,0,0,0,1,0,1,1,0,1,0,2
D4152,1,1,0,0,0,0,1,1,1,0,2
D4153,0,1,0,0,0,1,0,0,1,1,2
D4154,0,1,0,1,0,0,1,1,1,1,2
D4155,0,0,0,0,0,1,1,1,1,1,2
D4156,1,1,1,0,0,0,1,0,0,0,2
D4157,1,0,0,0,0,1,1,1,1,1,2
D4158,1,1,1,0,1,1,0,1,1,1,2
D4159,1,1,1,0,1,1,1,1,1,1,2
D4160,1,0,0,0,0,0,0,1,1,1,2
D4161,1,1,1,0,0,1,0,0,0,1,2
D4162,1,1,0,0,1,1,0,1,1,1,2
D4163,1,1,1,0,1,0,0,1,0,0,2
D4164,0,0,0,0,1,1,0,1,1,1,2
D4165,0,0,1,0,0,1,1,0,1,1,2
D4166,0,0,0,1,1,1,1,1,0,1,2
D4167,1,0,0,1,0,0,1,0,1,1,2
D4168,1,1,0,0,0,1,0,0,1,1,2
D4169,0,1,1,0,1,1,1,1,1,1,2
D4170,1,1,0,1,1,0,0,1,1,0,2
D4171,0,1,0,0,0,1,1,1,1,1,2
D4172,1,1,0,0,1,1,0,1,1,1,2
D4173,1,1,0,0,0,1,1,0,0,1,2
D4174,1,0,0,0,0,0,1,1,1,1,2
D4175,1,0,0,0,0,1,1,0,1,1,2
D4176,0,1,0,0,0,1,0,0,0,0,2
D4177,1,1,0,0,1,0,1,1,1,0,2
D4178,1,1,1,1,0,1,1,1,1,1,2
D4179,0,0,0,0,0,1,0,0,0,1,2
D4180,0,1,0,0,0,1,0,0,1,1,2
D4181,1,0,0,0,0,0,1,0,1,0,2
D4182,1,1,0,1,1,0,0,1,1,1,2
D4183,1,0,1,0,0,1,0,0,0,0,2
D4184,0,1,0,0,1,1,0,1,1,1,2
D4185,1,1,0,0,0,0,0,1,1,0,2
D4186,0,0,0,0,1,1,1,1,1,1,2
D4187,0,0,0,0,0,1,1,0,1,1,2
D4188,1,1,0,0,0,0,0,0,1,1,2
D4189,0,0,0,0,1,1,1,1,1,1,2
D4190,0,0,0,0,0,1,0,1,1,1,2
D4191,0,0,0,0,1,1,0,1,1,1,2
D4192,1,0,0,0,0,0,1,1,1,1,2
D4193,0,0,1,0,1,1,0,1,1,0,2
D4194,0,0,0,0,1,1,1,1,1,1,2
D4195,1,1,0,0,0,0,0,1,1,1,2
D4196,0,0,0,0,1,1,0,1,1,1,2
D4197,1,0,1,1,0,1,0,0,0,0,2
D4198,0,0,0,1,1,1,1,1,1,1,2
D4199,0,0,0,0,0,1,0,1,1,1,2
D4200,1,0,0,1,1,0,1,1,1,1,2
D4201,0,1,1,0,0,1,1,0,0,0,2
D4202,0,1,0,0,0,1,0,1,1,0,2
D4203,0,1,0,0,1,1,1,0,1,1,2
D4204,0,1,1,0,1,1,1,0,0,1,2
D4205,0,0,0,1,1,1,1,1,1,1,2
D4206,1,0,1,0,0,0,0,0,1,1,2
D4207,0,1,0,0,0,1,0,0,1,0,2
D4208,0,0,0,0,1,1,0,1,1,0,2
D4209,1,1,0,0,1,1,1,1,1,1,2
D4210,0,0,1,0,0,1,0,0,1,1,2
D4211,1,0,1,0,1,0,0,1,0,1,2
D4212,1,1,1,0,0,0,0,0,0,1,2
D4213,1,0,1,1,0,0,0,1,1,1,2
D4214,0,1,0,0,0,1,0,1,1,1,2
D4215,1,1,0,1,1,0,1,0,1,1,2
D4216,1,0,1,1,1,0,1,1,0,1,2
D4217,1,1,0,0,0,0,0,1,1,0,2
D4218,1,0,1,1,1,1,1,1,1,1,2
D4219,0,1,0,0,0,1,1,1,1,1,2
D4220,0,1,0,0,0,1,0,1,1,1,2
D4221,1,1,0,0,0,0,0,0,1,1,2
D4222,0,0,1,0,1,1,1,1,0,1,2
D4223,1,1,0,0,0,0,1,1,1,0,2
D4224,1,0,1,1,0,0,1,0,0,1,2
D4225,0,0,1,1,0,1,0,1,1,1,2
D4226,0,1,1,1,0,1,0,0,0,1,2
D4227,1,1,1,0,1,1,1,1,1,1,2
D4228,0,1,0,0,0,1,1,1,1,0,2
D4229,0,0,0,0,1,1,0,1,1,1,2
D4230,1,1,0,0,0,1,0,0,1,0,2
D4231,0,1,1,0,1,1,0,1,0,1,2
D4232,0,1,1,0,0,0,0,1,0,1,2
D4233,1,1,1,0,0,1,1,0,0,1,2
D4234,0,1,1,0,0,1,1,1,1,1,2
D4235,1,1,0,0,1,1,1,0,0,1,2
D4236,1,1,1,1,0,1,0,0,0,0,2
D4237,1,1,0,0,0,1,1,1,1,1,2
D4238,0,1,0,0,0,1,1,1,1,1,2
D4239,0,0,0,1,0,1,1,1,1,0,2
D4240,0,0,1,0,0,1,0,1,1,1,2
D4241,1,1,0,0,0,1,0,0,1,1,2
D4242,1,0,0,1,1,0,0,1,1,1,2
D4243,0,0,0,0,0,1,1,0,1,1,2
D4244,0,1,0,0,1,1,1,1,1,1,2
D4245,1,0,1,1,0,0,1,1,1,1,2
D4246,0,1,0,0,1,1,1,1,1,1,2
D4247,0,1,0,1,1,1,0,1,1,1,2
D4248,1,0,1,0,0,1,0,0,1,1,2
D4249,0,1,0,0,1,1,0,1,1,1,2
D4250,1,1,0,0,1,0,0,1,1,1,2
D4251,0,1,0,0,0,1,0,0,1,1,2
D4252,0,1,1,0,0,1,0,0,0,1,2
D4253,1,0,0,0,0,1,1,1,1,0,2
D4254,1,1,1,0,0,0,1,0,1,1,2
D4255,0,1,0,0,1,1,0,1,1,1,2
D4256,1,1,0,0,0,0,1,1,1,1,2
D4257,1,0,0,1,0,0,1,0,0,1,2
D4258,0,0,1,0,0,1,1,0,0,1,2
D4259,1,1,1,0,1,0,0,1,1,1,2
D4260,1,1,0,1,1,0,0,1,1,1,2
D4261,1,0,0,1,1,1,1,1,1,0,2
D4262,1,0,1,0,1,0,0,1,1,1,2
D4263,1,1,0,0,1,0,1,1,1,1,2
D4264,1,0,0,0,1,1,1,1,1,1,2
D4265,0,1,1,0,0,1,1,0,0,0,2
D4266,1,0,0,0,1,1,1,0,0,1,2
D4267,1,0,0,0,0,0,1,1,1,0,2
D4268,1,0,0,0,1,0,1,1,1,0,2
D4269,1,0,0,0,1,0,0,1,1,1,2
D4270,0,0,1,0,0,1,1,0,0,1,2
D4271,0,0,0,0,1,0,1,1,1,1,2
D4272,0,1,0,0,1,1,0,1,1,1,2
D4273,1,0,0,1,0,0,1,0,0,1,2
D4274,0,1,0,0,1,1,1,0,1,0,2
D4275,1,0,0,0,0,0,1,1,1,1,2
D4276,0,1,0,0,0,1,0,1,1,0,2
D4277,1,1,0,1,0,1,0,1,1,1,2
D4278,1,1,0,0,1,1,1,1,1,1,2
D4279,0,1,0,0,1,1,0,1,1,1,2
D4280,0,0,1,0,0,1,0,0,1,1,2
D4281,1,1,1,1,0,0,0,0,1,1,2
D4282,1,0,0,0,1,0,1,1,1,1,2
D4283,0,0,0,0,0,1,1,1,1,1,2
D4284,1,0,0,1,0,0,0,1,1,1,2
D4285,1,1,0,0,1,0,1,1,1,1,2
D4286,0,0,0,1,0,1,1,0,1,1,2
D4287,1,0,0,0,0,0,1,1,1,1,2
D4288,0,1,0,0,0,1,1,0,1,0,2
D4289,0,0,0,0,1,1,1,1,1,1,2
D4290,1,1,0,1,0,1,1,1,1,1,2
D4291,0,1,0,0,1,1,0,1,1,1,2
D4292,1,0,0,1,0,0,1,1,1,1,2
D4293,1,1,0,0,1,1,1,1,1,1,2
D4294,1,1,1,0,0,0,0,0,0,1,2
D4295,0,1,1,0,0,1,1,1,1,1,2
D4296,1,0,1,0,0,1,1,0,0,1,2
D4297,1,0,1,0,0,1,1,0,0,0,2
D4298,0,1,0,1,1,1,0,1,1,1,2
D4299,1,0,1,1,0,0,0,0,0,1,2
D4300,1,0,0,0,0,0,1,0,0,1,2
D4301,0,1,0,0,0,1,1,1,1,1,2
D4302,1,1,0,0,0,0,1,1,1,1,2
D4303,1,0,1,0,1,0,1,1,1,0,2
D4304,1,1,0,0,1,0,1,1,1,0,2
D4305,1,0,1,0,1,0,1,1,1,0,2
D4306,1,0,0,0,0,1,1,1,1,1,2
D4307,1,1,1,0,0,0,0,0,1,1,2
D4308,1,0,1,0,1,1,1,0,0,1,2
D4309,1,1,0,1,1,0,1,1,1,0,2
D4310,1,0,0,1,0,1,0,0,1,1,2
D4311,1,0,0,1,0,0,1,1,1,1,2
D4312,1,0,1,1,0,0,1,1,1,1,2
D4313,0,0,0,0,1,1,1,1,1,1,2
D4314,0,1,0,0,0,1,0,1,1,1,2
D4315,0,0,0,0,1,1,1,1,1,1,2
D4316,1,1,0,1,0,0,1,0,1,1,2
D4317,1,1,0,0,0,0,0,0,0,1,2
D4318,1,1,0,1,1,0,0,1,1,1,2
D4319,1,1,0,0,0,0,1,1,1,1,2
D4320,1,0,0,0,0,1,1,0,1,0,2
D4321,1,1,0,0,1,0,1,1,1,0,2
D4322,0,1,0,0,0,1,1,1,1,0,2
D4323,1,1,0,0,1,0,0,1,1,0,2
D4324,0,1,0,0,0,1,0,0,1,1,2
D4325,0,0,0,1,0,1,1,1,1,0,2
D4326,1,1,0,0,0,0,0,1,1,0,2
D4327,1,1,0,1,0,1,1,0,1,0,2
D4328,1,0,0,0,1,0,1,1,1,1,2
D4329,1,1,0,0,0,1,1,1,1,0,2
D4330,1,0,0,0,1,1,0,1,1,1,2
D4331,1,1,0,0,0,0,1,1,1,1,2
D4332,1,1,1,0,0,0,1,1,1,0,2
D4333,1,1,1,0,0,0,1,0,0,1,2
D4334,1,1,1,0,0,0,1,1,1,1,2
D4335,1,1,1,0,1,1,1,0,0,1,2
D4336,1,0,0,0,0,1,1,1,1,0,2
D4337,1,1,1,0,0,0,0,1,1,1,2
D4338,1,0,0,0,1,0,1,1,1,1,2
D4339,1,0,0,0,0,0,1,1,1,0,2
D4340,1,1,0,0,0,0,0,0,1,1,2
D4341,1,0,1,0,0,0,0,0,0,1,2
D4342,1,1,0,0,0,0,1,0,1,0,2
D4343,1,0,1,0,0,0,1,0,1,0,2
D4344,0,1,1,0,0,1,1,1,1,0,2
D4345,1,0,1,0,0,1,1,0,0,0,2
D4346,1,0,1,0,0,1,0,0,0,1,2
D4347,1,1,0,0,1,1,0,1,1,0,2
D4348,1,0,0,0,1,1,1,1,1,1,2
D4349,1,0,0,0,0,0,1,1,1,1,2
D4350,1,0,1,1,0,0,1,0,0,1,2
D4351,1,1,0,0,0,1,1,1,1,1,2
D4352,0,1,0,0,1,1,1,1,1,1,2
D4353,0,0,0,1,1,1,0,1,1,1,2
D4354,1,0,0,0,1,0,1,1,1,1,2
D4355,1,0,0,1,1,0,1,0,0,1,2
D4356,0,1,1,0,0,1,1,1,1,0,2
D4357,0,1,0,0,0,1,0,1,1,1,2
D4358,0,0,1,0,0,1,1,0,1,1,2
D4359,0,1,1,0,0,1,1,0,1,1,2
D4360,0,1,1,0,1,0,0,1,1,0,2
D4361,0,0,0,0,0,1,1,1,1,1,2
D4362,1,1,1,0,0,0,1,0,0,1,2
D4363,0,0,0,0,0,1,1,1,1,1,2
D4364,0,0,0,0,1,1,0,1,1,1,2
D4365,1,1,1,0,0,1,0,0,0,1,2
D4366,1,1,0,0,0,0,1,0,0,1,2
D4367,1,1,0,0,1,1,1,1,1,1,2
D4368,1,1,1,0,0,0,0,0,1,1,2
D4369,0,1,0,0,0,1,1,1,1,1,2
D4370,1,0,0,1,0,1,0,0,0,1,2
D4371,0,1,1,0,0,1,0,0,0,1,2
D4372,1,1,1,0,1,1,0,1,1,1,2
D4373,1,1,0,0,1,0,1,1,1,1,2
D4374,1,1,0,0,0,0,1,1,1,1,2
D4375,0,0,0,0,0,1,1,1,1,0,2
D4376,0,1,1,0,1,1,1,1,1,1,2
D4377,0,1,1,0,1,1,0,1,1,0,2
D4378,1,1,1,0,0,0,0,0,0,0,2
D4379,1,0,0,1,1,0,1,0,1,1,2
D4380,0,1,1,0,0,1,1,1,1,1,2
D4381,1,1,0,0,0,1,0,0,1,1,2
D4382,1,0,0,0,0,1,1,1,1,0,2
D4383,0,0,0,0,0,1,0,1,1,1,2
D4384,0,1,1,0,0,1,1,0,0,1,2
D4385,1,0,1,1,1,0,0,0,1,1,2
D4386,0,1,1,0,0,1,0,1,1,1,2
D4387,1,1,0,0,0,0,0,0,1,0,2
D4388,0,1,0,0,1,1,0,0,1,1,2
D4389,0,1,0,0,1,1,1,1,1,1,2
D4390,1,1,1,0,1,0,0,1,1,1,2
D4391,1,1,1,0,1,1,1,1,1,1,2
D4392,1,0,0,0,0,0,0,0,1,1,2
D4393,0,1,0,0,0,1,0,0,1,1,2
D4394,1,1,0,0,0,0,0,1,1,1,2
D4395,1,0,0,0,0,1,1,0,1,0,2
D4396,1,1,0,0,0,0,1,0,1,1,2
D4397,1,0,1,0,0,1,0,1,1,1,2
D4398,1,1,1,0,0,0,0,1,1,0,2
D4399,1,0,1,1,0,0,0,1,1,1,2
D4400,1,0,0,0,1,1,1,0,1,1,2
D4401,0,0,0,0,0,1,0,0,0,1,2
D4402,1,1,0,0,0,1,1,1,1,0,2
D4403,1,1,0,0,1,0,0,1,1,1,2
D4404,1,1,0,0,1,1,1,1,1,0,2
D4405,1,1,0,0,0,0,1,0,1,0,2
D4406,1,1,1,0,0,0,0,0,0,1,2
D4407,1,0,0,1,0,0,1,0,1,0,2
D4408,1,1,0,0,0,1,0,1,1,1,2
D4409,1,0,1,0,1,1,1,0,0,0,2
D4410,1,1,1,0,0,0,0,0,0,1,2
D4411,0,0,0,0,0,1,1,0,1,1,2
D4412,1,0,0,0,0,0,1,1,1,1,2
D4413,1,0,0,0,1,1,0,1,1,1,2
D4414,1,1,0,0,1,0,1,1,1,0,2
D4415,1,1,0,0,0,1,0,1,1,0,2
D4416,1,1,1,0,0,0,0,0,0,0,2
D4417,0,0,0,0,1,1,0,1,1,1,2
D4418,1,1,0,0,1,1,1,1,1,1,2
D4419,1,0,0,0,0,1,0,0,1,1,2
